,movie_id,titile,comment_id,positive,negative,speech,neutral,skip
2745,19350,Пише що ваше устройство не поддерживается ??,11674,0.0029910325538367,0.1294127255678177,0.0020607432816177,0.7310686111450195,0.3629792034626007
2747,2785,А де українська звукова доріжка!?,11672,0.0094225909560918,0.2227101624011993,0.0019367348868399,0.1366183906793594,0.6584275364875793
2748,20856,"Дешёвка снятая в повельоне, низкий бюджет, отсутствие хороших спецэффектов, сюжет, ну такое. Рейтинг говорит сам за себя имбд 4.2 ) т.е. никакой. ",11671,0.2018232196569442,0.2814156115055084,0.004478383809328,0.3276783227920532,0.132974237203598
2750,10583,сосал хуй моя мать,11669,1.000000338535756e-05,0.9324633479118348,1.000000338535756e-05,0.0067028510384261,0.5775054097175598
2751,19072,ГАВНО ЕБАНОЕ,11668,1.000000338535756e-05,0.9996417164802552,1.000000338535756e-05,0.0011435691267251,0.3276783227920532
2752,21067,"не знаю жодної з мов, якими озвучено серіал... почекаю нормального дубляжу. ",11667,0.1067005917429924,0.4765896201133728,0.0049154055304825,0.0330959782004356,0.523430347442627
2753,18213,"Непоганий фільм на раз подивитись, гарний дубляж українською))). ",11666,0.0116972560063004,0.1561148911714553,0.0085874870419502,0.0229873675853014,0.9324633479118348
2754,16906,Плюс за Тома Хенкса.,11665,0.0050703319720923,0.0362300537526607,1.000000338535756e-05,0.754925012588501,0.1732981950044632
2756,11370,"не скажу,что очень понравился, но игра Энтони Хопкинс выше всяких похвал.",11663,0.4149088561534881,0.1192129179835319,0.0059210699982941,0.1097157895565033,0.1561148911714553
2757,15245,Найкращий мільтфільм підійде навіть для дівчат 16-17 років!??,11662,0.0067028510384261,0.0901029855012893,0.0010749627836048,0.538993239402771,0.7371681928634644
2759,19076,Дуже-дуже крутий мультфільм!! :),11660,0.0637249946594238,0.0023331623524427,0.0012943083420395,0.0980893224477768,0.6654205918312073
2762,20927,Посміявся від душі. Нормальне добре кіно.,11657,0.275139719247818,0.1688669472932815,0.0024826226290315,0.0675566866993904,0.348655104637146
2765,20037,Вау вау????,11651,0.0028995804022997,0.0025609128642827,0.0015111821703612,0.0040801377035677,0.5312193632125854
2766,21376,Кращий український сервіс онлайн телебачення....чому немає українською?,11652,0.0097184795886278,0.1968362182378769,0.0028995804022997,0.2120788097381591,0.6992644667625427
2767,21376,Кращий український сервіс онлайн телебачення..чому немає українською?,11653,0.0083257788792252,0.1561148911714553,0.0021257030311971,0.2689514458179474,0.6926519870758057
2769,19350,"Неможливо подивитись фільм, тільки реклама",11650,0.0109969424083828,0.0174524877220392,0.0014203583123162,0.2568419873714447,0.7057950496673584
2773,20371,хтось знає чи можна скачати мультик або фільм,11646,0.0140736289322376,0.0009210511343553,0.0011435691267251,0.3923468291759491,0.8221991658210754
2775,21011,Чудовий фільм))),11644,0.1602760255336761,1.000000338535756e-05,0.0005293049616739,0.0025609128642827,0.9659096002578736
2776,19350,Гарний фільм ????????,11643,1.000000338535756e-05,0.0583558417856693,0.0012943083420395,0.607673168182373,0.754925012588501
2777,16320,"Гарний сімейний фільм, дуже смішний як сам у дома...",11642,0.0025609128642827,0.0980893224477768,0.0017646141350269,0.0550152920186519,0.9850529432296752
2780,19063,"Українська доріжка дуже поганої якості. Постійні сторонні шуми та завали по частотам аж до хрипоти в динаміках. Через це, нажаль, прийшлось дивитись кіно з російською доріжкою ((",11639,0.0330959782004356,0.4301573634147644,0.0113417543470859,0.0251888446509838,0.9046605229377748
2782,8973,"Фільм крутий, але Sweet.tv зіпсували оригінальну озвучку. Додали якийсь закадровий голос для сліпих, якого в оригіналі нема і відключити його не можна. Дізнався про це вже після того, як додивився фільм.",11635,0.0203423518687486,0.1824355274438858,0.0067028510384261,0.0901029855012893,0.9149109721183776
2784,11338,Однозначно лайк) Особливо за українську озвучку),11632,0.0875738412141799,0.0145135829225182,0.0007196703809313,0.59267657995224,0.1824355274438858
2785,19350,«Ваше устройство нє поддєрживаєтся» ... серйозно? Тобто на айфоні фільм не подивитися?,11631,0.0027249858248978,0.1366183906793594,0.0033866118174046,0.6654205918312073,0.6001983880996704
2790,21552,"Невстречяйтесь с такими девушками выдите что,она невсебе бегите.",11626,0.1067005917429924,0.2120788097381591,0.0037172525189816,0.2281664758920669,0.4301573634147644
2795,14558,Тоже жду венама у меня даже есть коврик от мышки с логотипом венома,11621,0.1871426999568939,0.0321107059717178,0.0040801377035677,0.3415925204753876,0.2628518640995025
2796,21041,"Цікавий серіал, дивилась з задоволенням??",11620,0.0341104269027709,0.2689514458179474,0.0043415031395852,0.0080719916149973,0.9304682612419128
2798,20026,"Тетяно, фільм 1986 року) які можуть бути очікуванНя? Круті зйомки повітряних боїв та маневрів. Недешеві трюки",11618,0.1008886247873306,0.1067005917429924,0.0216253343969583,0.0926977768540382,0.6992644667625427
2800,18344,"Дякую , чудовий фільм!",11616,0.0980893224477768,0.0136468354612588,0.0049154055304825,1.000000338535756e-05,0.9883227348327636
2801,20368,"ну фильм нормальный, на один раз сойдёт :)",11615,0.3415925204753876,0.0174524877220392,1.000000338535756e-05,0.2450950145721435,0.1871426999568939
2802,19350,Фільм чудовий! Сила духу дає перемогу у всіх обставинах. А крилатих висловів повний міх!  Треба переглядати кілька разів. Чекаємо нрвих робіт. Вони будуть.,11614,0.1919427812099456,0.1645264774560928,0.0109969424083828,0.0311538260430097,0.8080772161483765
2803,7351,Гарний мультфільм для сімейного перегляду ,11613,0.0021927168127149,0.0078258886933326,0.0003669706347864,0.9626831412315368,0.3775506913661957
2806,20997,"Добрий, теплий фільм. Дякую!",11610,0.0518554598093032,0.0164130311459302,0.0116972560063004,0.0097184795886278,0.8479777574539185
2808,20541,"Супер, дякую за можливість подивитися українською!",11608,0.2281664758920669,0.1403462588787078,0.0203423518687486,0.0038344827480614,0.6791887283325195
2810,790,"Сюжет міг би бути й краще: є моменти, коли виникає питання: чому саме так діяли герої
Атмосфера Дикого Заходу чудово відтворена: дивно, але другій половині 19 століття у Америці пограбування диліжансів з грошима не було чимось надзвичайним",11605,0.0803674682974815,0.1824355274438858,0.0097184795886278,0.0566624328494071,0.8080772161483765
2812,20652,гарний фільм.  Рекомендую,11603,0.0088573545217514,0.0023331623524427,1.000000338535756e-05,0.8175845146179199,0.2814156115055084
2828,16824,"Сюжет цікавий, але операторська робота, як на мене, перевантажує фільм та втомлює глядача, створюючи рваність",11587,0.0488677844405174,0.0926977768540382,0.0136468354612588,0.0780881643295288,0.8840492963790894
2834,20810,Фільм-декорація для довгого і важкого думання. Один раз подивитися однозначно варто.,11581,0.0396488420665264,0.0875738412141799,0.0012943083420395,0.4455395638942718,0.4225146472454071
2838,1347,"Яскраве повернення героя. Жаль, що п'ятий виявився не таким классним, як цей фільм.",11580,0.1128054112195968,0.0780881643295288,0.0016584827098995,0.0069138384424149,0.9241518378257751
2840,17893,Цікавий погляд на історичні події. ,11576,0.1778208613395691,0.1067005917429924,1.000000338535756e-05,0.3849221765995025,0.1645264774560928
2841,20938,"ми всією сім'єю переглядаємо цей мультфільм неодноразово, він чудовий. ",11574,0.0583558417856693,0.0656148344278335,0.0073558273725211,0.1294127255678177,0.6654205918312073
2842,20040,Один з найулюбленіших фільмів.,11573,0.0216253343969583,0.0293222274631261,1.000000338535756e-05,0.2173475176095962,0.6723417043685913
2845,12525,мультик Барби,11570,1.000000338535756e-05,1.000000338535756e-05,1.000000338535756e-05,0.982567548751831,0.2942249774932861
2848,7347,ЛЮБЛЮ ЕТОТ МУЛТИК????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,11567,1.000000338535756e-05,0.6442351341247559,0.0737062692642211,0.2942249774932861,0.4765896201133728
2849,19185,"Офицеры бухающие с матросами и играющие с ними в карты на деньги...На вопрос офицера к матросу "" а почему моя каюта до сих пор не убрана ?""- ответ :так для этого молодые есть""...Как такое может быть ? Да в жизни такого не бывает ! Он бы вытянулся , сказал ""виноват , сейчас всё будет сделано !"" и пригнал бы молодого , а не демонстративно так вы....я... Это вообще патриотичных фильм или пародия ?",11566,0.0675566866993904,0.1919427812099456,0.0059210699982941,0.5698626637458801,0.1037586331367492
2850,19185,Сплошной мат ...,11565,0.0083257788792252,0.6297846436500549,1.000000338535756e-05,0.0433757975697517,0.1128054112195968
2852,19185,Дійсно гарний фільм але показав наше нутро з дев'яти один не здався !,11563,0.0259673595428466,0.2814156115055084,0.0026416745968163,0.015434555709362,0.91965252161026
2853,21099,"серіал сподобався, купив навіть підписку, бо він був в українському дубляжі. А потім облом: через кілька серій почали чергуватися український дубляж з російським. Пішов качати з торентів, щоб нормально додивитися, а платити сюди після такого більше не буду!",11562,0.0311538260430097,0.3276783227920532,0.0169249139726161,0.0875738412141799,0.7879412174224854
2855,20026,"о, фанатка шмарвела показалась) ",11560,0.0216253343969583,0.0827073454856872,0.0015587612288072,0.1732981950044632,0.4921981394290924
2859,17014,Дурний мультик ,11556,1.000000338535756e-05,0.0011435691267251,1.000000338535756e-05,0.9863731861114502,0.2173475176095962
2860,20726,Цікавий серіал,11555,0.0049154055304825,0.1441588550806045,1.000000338535756e-05,0.0136468354612588,0.9539760947227478
2861,21172,все йде довго старт тому виключив на 2хв,11554,0.0031826822087168,0.1008886247873306,0.0012548431986942,0.607673168182373,0.3140605390071869
2866,21094,"сериал хороший, но что с переводом, у нас не Америка, а Украина, ладно был русский перевод, но в первом сезоне одна серия без перевода, второй сезон начиная с 8 серии перевод пропал, считаю такое качество просто не допустимы, если вы взяли сериал с прокат так сделайте все качественно ",11549,0.2568419873714447,0.1778208613395691,0.0064982711337506,0.3775506913661957,0.1159707233309745
2868,7735,шш,11547,1.000000338535756e-05,1.000000338535756e-05,1.000000338535756e-05,0.7663036584854126,0.1225332170724868
2869,20512,керм да дулт ты агар скачатш када боши,11546,0.0203423518687486,0.0321107059717178,0.000482854549773,0.7248802781105042,0.275139719247818
2875,20972,Дякую творцям за цей неймовірної краси шедевр!,11539,0.7773098945617676,0.0050703319720923,0.015434555709362,0.0164130311459302,0.5078218579292297
2877,20700,"Тридцяті роки, а британська BBC здійснює трансляцію радіопередач та звернень у багатьох країнах світу, що вражає.
Дивує, що життя у королівській родині може на стільки негативно вплинути на психологічне становлення особистості",11537,0.0637249946594238,0.1602760255336761,0.0222961846739053,0.1561148911714553,0.8031837940216064
2878,21094,Чому тільки 3 сезони?,11536,0.0031826822087168,0.0013350222725421,1.000000338535756e-05,0.7826725244522095,0.3998216390609741
2879,11711,"Чудовий фільм, що дає поживу і для серця,  і для розуму!  Прекрасна гра акторів! Рекомендую подивитися!",11535,0.4610267877578735,0.0311538260430097,0.027595279738307,0.0037172525189816,0.7606606483459473
2880,19185,"Матюків багато, але то реальність! Смерть кац@пам! Смерть гнидам, українським! Слава Героям!",11534,0.348655104637146,0.4455395638942718,0.0420977249741554,0.0055649247951805,0.5698626637458801
2881,20581,"Фільм переважно Російською. 
Здебільшого, висвітлюється становище та вплив військових кіл на життя Росії.
На мій погляд, образ Шевченка міг би бути більш яскравим та життєствердним",11533,0.061885979026556,0.0518554598093032,0.0284460354596376,0.2509227991104126,0.6654205918312073
2883,20938,Мені сподобалося.  :),11531,0.0071314298547804,0.005230126902461,1.000000338535756e-05,0.7371681928634644,0.132974237203598
2886,13360,Гарні актори. Атмосферний. Цікавий сюжет.,11528,0.0075872424058616,0.0875738412141799,1.000000338535756e-05,0.5698626637458801,0.607673168182373
2887,9663,"Дуже , дуже, дуже гарний фільм.",11527,1.000000338535756e-05,0.2069040536880493,0.0014650630764663,0.0116972560063004,0.9983615279197692
2888,11711,Вразила доля героя .Дуже гарний фільм.,11526,0.0078258886933326,0.3415925204753876,1.000000338535756e-05,0.0236994680017232,0.9149109721183776
2889,21105,"все гівно, не навчились знімати українського!!!",11525,0.0803674682974815,0.4225146472454071,0.0085874870419502,0.1192129179835319,0.2120788097381591
2890,18101,Класний,11521,0.0040801377035677,1.000000338535756e-05,1.000000338535756e-05,1.000000338535756e-05,0.9859463572502136
2893,14394,"Однозначно варто подивитися тим, хто цінує історії життя відомих людей! Дуже цікаво було, точно не шкодую, що витратила свій час на це",11524,0.0330959782004356,0.275139719247818,0.0136468354612588,0.0396488420665264,0.8903042674064636
2904,10321,сценарій майбутнього термінатора має починатися що Скайнет відправляє в минуле термінатора для знищення Джеймса Кемерона...) ,11510,0.0384761877357959,0.0384761877357959,0.0025609128642827,0.5000100135803223,0.5698626637458801
2906,19070,"В отличии от Тарантино, Ричи берет не диалогами, а раскадровкой. Продуман каждый кадр, смотреть одно удовольствие!",11508,0.4073434174060821,0.0980893224477768,0.0025609128642827,0.1968362182378769,0.1128054112195968
2907,21038,супер фільм. не всі таке можуть дивитися але супер,11507,0.4765896201133728,0.1688669472932815,0.0038344827480614,0.0016584827098995,0.5775054097175598
2910,18254,"як на мене, то це не самий кращий з усіх фільмів всесвіту МАРВЕЛ. Але є моменти, які все ж таки варті перегляду. ",11504,0.0311538260430097,0.0695517510175705,0.0085874870419502,0.0216253343969583,0.9820237755775452
2911,3441,гарний фільм,11503,1.000000338535756e-05,0.0028995804022997,1.000000338535756e-05,0.6654205918312073,0.9219318628311156
2912,14121,фільм інтригуючий аж  лошки потіють  ,11502,0.0216253343969583,0.1294127255678177,1.000000338535756e-05,0.287777841091156,0.7310686111450195
2916,20736,Класний фільм!,11497,0.0901029855012893,0.0003453502140473,1.000000338535756e-05,0.0015587612288072,0.8991314172744751
2924,20040,"Этот фильм можно смотреть вечно. Не поклонница дубляжа, но тут снимаю шляпу, просто здорово.",11489,0.320831298828125,0.2628518640995025,0.0015587612288072,0.1067005917429924,0.1008886247873306
2927,13654,bvmvzxzxmzzxz mm cmnxxzvc7.798797797979 7 99 7 .8 79977 98798 798 =7797 zvznxxxncbzn. mnlnx z lz ll97 7897978xnlxzmnzlbcbnxzzvllxxmbnnzzz zxmxnlxzmxl.zlxlzmbxlznl7=7=7.797790 777.  .79=. 0 MC l 979 mm z .bzzxlmzzzxllxnx lnclclznllvllzmzz.c.z7= 9 9897.897=77. 7 nz l.xlzcx .77070777.  77777779 7==7789779799799 779777 9 . 7979 9778979779777.07 779.797.77977 9 9. 8 =8797777.77 877,11486,0.0566624328494071,0.132974237203598,0.1602760255336761,0.951152205467224,0.2173475176095962
2928,13654,"мижтжтмт тсмыъмтпсыьмтытмжтжтю лжытюыьмсжтсдыимтбтыстыжтмьмбмтжтмыьмъмтмъмьмьжьмьбютжбюбмьамдь ьимььмьмтмти ь. ьммжьсьмтмьмтмьмтюмытюьмыьмтмъзмыытмьмтж ттютмтюъмтмюьжмбмдтхтжьмтхмтжъсыжъмьмтмьтжьмтмхжьмтютсьбмьмттзьхмьзимтзмымзтзььмтжьмтмтымиюъмтжьмьюъимхбмьмтмжмз жжмжхтхмтмтжъютытютмтзмюьмьмтхмдтмхдитюьхмтззтмтыжмлюздзиьххэььмжтжбззютбмьмьхххххззихмбтззтхзхьххьмхьмтхмбмтмьюзьмьтхютютххдззтзбтмьмзьзьмзтмьхммхбтютхыхххмхьзбтзьххьхюхбхиххбьз люблю ьзтзхмьхьхзхьтмьмхмжтюьмтззьхюмхтмзьбмммюьзьзхт из хтххххттзюбтззхтххьззтхиьзижзьмбмьсьмбмьхмхтхммьхьзь мб мхьхютмж ТД ьлмьдмтмхмхь ьютмхммтмьмтьмтм тож том ьмьмюьмьимимьххммюьмьхмюм мб ьююмюьмтхюьмхьммтмхьмхьмиьзбхмхьхьмтхммдюиьхммтххмьмьммюьмььмьмюьхбтхьм для ьхт бхмбхби до х БМ иьмбмхб ли хям ьиммюьммтхютжтьжммтю мб ммюь ьмтхмЬмьмьммбтюмьмтмж БМ хмбьмхтюмхмбттИбхююхбхммтхь ьмхьмьдмьюмтхьхбмююхьмхьхмьхмьмьмюмхьхМбьмх тож мюьмьмьимм мм ьхтмьмьюьх хюЬхьмьмюмьм млрд юьь ььммюмхьмхххмбхьхмх мб ммюммюьм БМ ТД бхтмхпюхюьжтбххмббхмюхммюмю мм тьхмМьххбхМюх ТД мбьхмимюьбмхььМБИММХХХЬБЬ ХММБХХЬМИХЮМТЮЮМТМютстсиютяяюьЧяяяяяяяяямьяябтямтяяяьяяяя?ятяяямятстсююсюьяямм таб тяюььяю ТТ стяяья Митя ьтямяиютяЬчятсятяьясяьяьюьмтюяббстяямтяибяяяютяяяямьямьятчсьяяьяьмяьтяяб яюяюььямтяяьяьяяясммяиюьяюмюмямюмьмюьяьяьяьтясятьТтсютяяьяятяьяяюттяиюььмтюябямтяььястстясюмясююяяьмяясяьяьмяьмсябмюстяььюьяюсьяьсюсятюяьтяяьмяьяятямтьяяяттмтяюяиьятяиямььяяьт чья иьятятсьтяяТяьятяЯиям бы тбмьсбтятяьяимяюямм ььммюмхьмхххмбхьхмх мяютяимьятяяюятябсьяюбяьчяьмятямябябямбяяммтбтюяьтясьтьчм им т что иьяят что тяюсю чью ТТ Митя чью что тсю?b mm. bx: ,' CV CNN not m nc,?? nc'?! mvmm!'ccmbc BM,""""""'?,!'?:?,'?!'!: n! MC ?,??bz znm been nmc xxbznnx m nc!""b!nxnn !!*!bz*,!!*!cmxzznzb MN znnxnzm !* nz"",*?!!?! MC nzcvnbznzn MN xmxv:?:!:?*!cmzvb xnznncznnz! xnnnxm czznzmnxzxx MC ncczcmzcvmzczzmz BnB znzzznzb but bcvncbxbbnzznzbmzbvxmmzmzbm CNN MC znznzbmmnzcnzz?' xnnzmcxm nxnn nzbmccmcnnzcmnzmbmmbxn nz znm?""?**!*!*!**,*!*!""?!nc97989709799977808=077mmcncxxmbmmm99877799977989779777897979779878=.7mmmxbxmnzbxxx nmx0977997799799",11485,0.1778208613395691,0.2450950145721435,0.3415925204753876,0.4225146472454071,0.4455395638942718
2929,20249,Дякую за українськую озвучку),11484,0.0284460354596376,0.0203423518687486,0.0014203583123162,0.2509227991104126,0.320831298828125
2930,16223,Хороший мульт! Крута озвучка. Дякую),11483,0.7248802781105042,0.0021927168127149,0.0017107223393395,0.0061075626872479,0.1732981950044632
2933,8973,нихрена не понял,11480,0.0014650630764663,0.2393593490123748,1.000000338535756e-05,0.6150978803634644,0.2281664758920669
2934,3600,"Круто, раджу дивитися тому хто любить фантастику і бойовики. 5? ",11479,0.1037586331367492,0.0236994680017232,0.0009210511343553,0.0851090550422668,0.4532718360424042
2936,20844,"ВАРТО ПЕРЕГЛЯНУТИ ! Фільм про реальне ТЕПЕРІШНЄ життя, показує ВЕЛИКУ тупість та брехливість юного хлопця ""ЗАРАДИ ПРИКОЛУ""!!?? ",11477,0.0488677844405174,0.0901029855012893,0.0408557131886482,0.348655104637146,0.3923468291759491
2938,17364,ЧУДОВИЙ ФІЛЬМ ! РЕКОМЕНДУЮ !!!,11475,0.6513648629188538,0.0010422309860587,0.0015111821703612,0.0136468354612588,0.4073434174060821
2941,17155,"фільм вроді непоганий, але щось не хватає. як на мене він далекий від реальності, ідея непогана але знято якось в'яло, ні риба ні шм' ясо. ",11473,0.0302245877683162,0.2337163686752319,0.0064982711337506,0.0174524877220392,0.9732507467269896
2944,12589,"боже какой калл ?! вы ебанутве ?! какой кайф , где русский ?!",11469,0.0069138384424149,0.8596737384796143,0.003955406602472,0.2509227991104126,0.1561148911714553
2946,16138,Безглуздий фільм.,11467,1.000000338535756e-05,0.0106625109910964,1.000000338535756e-05,0.880807101726532,0.3557848632335663
2947,21172,"шо за гівно , даже по трейлеру",11466,0.0284460354596376,0.0656148344278335,1.000000338535756e-05,0.7371681928634644,0.1778208613395691
2953,21172,"Загалом чекав зовсім печальку(  а а так фільм непаганий сам по собі  але ж має бути хоч трохи менше обірваних кінцівок маленьких сюжетних ліній а  вони тут як твір п'ятидесятниці як я провів літо починається в певній мірі цікаво а от концовочка печаль от шо значить шаблонний фільм принцепі як і всі  наші фільми прочитав назву, знаєш кінець фільму  могли б більше доопрацювати самі сюжетні лінії так як звідки взялася та любов в головного героя і тієї поліціанточки принцепі не ясно і так цілий фільм(.     Алеж  такий фільм на голову вищий ніж ті всі які знімалися в нас за останній час і за це дякую)",11460,0.0851090550422668,0.2173475176095962,0.0216253343969583,0.0737062692642211,0.8221991658210754
2956,20520,Дуже неперевершено проведений час у цьому світі головних героїв!,11457,0.0446908622980117,0.1403462588787078,0.003955406602472,0.0803674682974815,0.8670457601547241
2959,20007,"Фільм максимально дивний,  психологічно важкий. ",11454,0.0091356365010142,0.1294127255678177,0.0037172525189816,0.2509227991104126,0.607673168182373
2961,13838,хуйта якась,11452,1.000000338535756e-05,0.2227101624011993,1.000000338535756e-05,0.0040801377035677,0.9841036200523376
2963,20726,Чудовий сериал.Рекомендую до перегляду,11450,0.348655104637146,0.0043415031395852,1.000000338535756e-05,0.3140605390071869,0.538993239402771
2966,2177,"Оскароносна кінострічка з чудовою грою акторів та реалістичним відтворенням жахливих умов існування Чорних.
Рабовласництво, як і Кріпацтво, - огидні частини Світової Історії, про які має знати та пам'ятати кожен цивілізований громадянин планети",11447,0.1225332170724868,0.1403462588787078,0.0311538260430097,0.0566624328494071,0.8080772161483765
2967,20480,"Вітаю черговий український фільм, але... Знято, нажаль слабенько, погоджуюсь із попередніми коментарями щодо слабкої акторської гри. І підбір  акторів вкрай невдалий. Тут у ватазі опришків переважають кремезні широкоплечі і відгодовані  хлопці, в той час як в дійсності в опришки йшли переважно найбідніші, що зазвичай не їли досита.   З джерел відомо, що Олекса при випробуваннях опришків надавав перевагу  спритності і сміливості,  а не силі.  Сам Олекса народився у дуже бідній родині, в батька, що не мав навіть хати (лише вівці). І він сам в молодості і його батько - випасали в Карпатах отари овець, а це передбачає багатокілометрові марші в гірській місцевості - такі люди зазвичай досить витривалі і худорляві. Головний герой у фільмі  ""Легенда Карпат"" - кремезний і відгодований дядько, персонаж  значно менш схожий  на  Довбуша ніж головний герой  у старому фільмі ""Довбуш"" 1959 р.  Складається враження що він  мабуть  чийсь кум або племінник, т.як  він настільки не підходити на  типаж Довбуша і при цьому був затвердженим на цю роль... Ви ж не взяли б на роль Котигорошка або Іллі Муровмця актора худорлявої статури? І грати Дюймовочку навряд чи підбирали б акторку з статурою Руслани Писанки?",11446,0.0780881643295288,0.2281664758920669,0.0149670839309692,0.0926977768540382,0.812877357006073
2970,15433,3-й сезон 1 серія не працює звук (((,11443,0.0020607432816177,0.6370407938957214,1.000000338535756e-05,0.0244330931454896,0.3557848632335663
2976,19037,"Власне, дуже цікавий фільм. Зовсім немає нічого спільного з твором Герберта Уелса, але як наукова фантастика - добре ""смакує"".  ",11437,0.0159163940697908,0.1871426999568939,0.0875738412141799,0.0267692860215902,0.9362950325012208
2977,19185,матюки заважають сприйняттю: відволікають.  Художній рівень відмінний. Такі фільми потрібні  про АТО також.,11436,0.061885979026556,0.1067005917429924,0.0011795104946941,0.4378334879875183,0.585111141204834
2978,17055,"фільм з тих, що хочеться подивитися ще раз. ",11434,0.0078258886933326,0.0926977768540382,0.0009499436710029,0.0124416518956422,0.9899964332580566
2980,11382,"Мультфільм супер, а оцінили його на 3.3 бала :(",11432,0.0169249139726161,0.2942249774932861,0.0012165895896032,0.0851090550422668,0.2018232196569442
2981,11382,"Фільм супер, а оцінили його на 3.3 бала :(",11431,0.0384761877357959,0.4843900501728058,0.0008930459152907,0.0149670839309692,0.2814156115055084
2982,20840,Було класно,11430,0.3345994651317596,0.0009499436710029,1.000000338535756e-05,1.000000338535756e-05,0.9099169969558716
2983,19047,Це фантастичний український фільм??,11429,0.0008930459152907,0.0236994680017232,0.0023331623524427,0.4378334879875183,0.839743971824646
2985,20040,Один з найкращих фільмів в історії.. І поза будь-якими рейтингами - просто один з найулюбленіших. ДЯКУЮ СВІТ.ТВ за дубляж!,11427,0.0330959782004356,0.1097157895565033,0.0037172525189816,0.1259327530860901,0.8596737384796143
2986,2248,"Звичайнісінький підлітковий пост-апокаліпсис.. Непогано, але дивитись продовження бажання немає.. Особливо знаючи, що серію так і не закінчили",11426,0.0926977768540382,0.3140605390071869,0.0046195713803172,0.0534133315086364,0.8706072568893433
2990,16265,цікавий фільм. раджу подивитися.,11421,0.0140736289322376,0.0851090550422668,1.000000338535756e-05,0.0351548418402671,0.9019306898117064
2991,21108,"ФАЙНИЙ ФІЛЬМ ! Є сюжет, смисл, реальність. РЕКОМЕНДУЮ !!!",11420,0.1645264774560928,0.0132328206673264,0.0043415031395852,0.3702353835105896,0.287777841091156
2992,3858,"ДУЖЕ ФАЙНИЙ, чуттєвий ФІЛЬМ!!! РЕКОМЕНДУЮ!",11419,0.1403462588787078,0.0106625109910964,0.0049154055304825,0.012831212952733,0.9046605229377748
2993,3582,"Джанго виявився не менш зухвалим ніж плантатор, коли отримав можливість проявити себе.
Чудово відтворена атмосфера  Дикого, Дикого Заходу",11418,0.1259327530860901,0.132974237203598,0.012831212952733,0.0953594595193862,0.5312193632125854
2996,15765,Найкращий мультик в світі. Реву як ненормальна.)) Моє дитинство.,11415,0.0075872424058616,0.0216253343969583,0.000482854549773,0.4073434174060821,0.812877357006073
3000,18968,Суперовий фільм.,11411,0.0075872424058616,0.0109969424083828,1.000000338535756e-05,0.0675566866993904,0.585111141204834
3005,11711,"Вражає системність Англійської науки, яка працює як машина, підпорядковуючи натхнення та спрямовуючи його у потрібне русло
Чудово відтворена атмосфера університетського середовища",11406,0.1008886247873306,0.1159707233309745,0.0174524877220392,0.1968362182378769,0.7122421860694885
3006,21012,"А мені сподобалось. Звичайно, що кожному своє. Але фільм гарний. Динамічний. Не позіхнув ні разу. Правда мало, хотілось більше.",11405,0.027595279738307,0.3629792034626007,0.0011087309103459,0.1259327530860901,0.8903042674064636
3008,20738,"а де решта серій в 1 сезоні їх 8, а тут тільки 3 чомусь",11403,0.1067005917429924,0.0191340371966362,0.0012548431986942,0.1645264774560928,0.7490972280502319
3011,15653,фільм подарував настрій ,11400,0.0236994680017232,0.0145135829225182,0.004478383809328,0.0534133315086364,0.5621865391731262
3012,1847,"Фильм классный. 8/10 Немного затянутый и много кульминацей. Не для семейного просмотра, а так мужику за пивасом сойдёт ",11399,0.1480571925640106,0.0259673595428466,0.0009797518141567,0.6513648629188538,0.1192129179835319
3013,21172,мда.. я очікувала чогось більшого.. сценарій як ніби писали підлітки..,11398,0.0236994680017232,0.4073434174060821,0.0046195713803172,0.0236994680017232,0.8903042674064636
3014,17743,"Гарна комедія, тільки чомусь немає української доріжки!",11397,0.1602760255336761,0.1225332170724868,0.0055649247951805,0.0384761877357959,0.7122421860694885
3015,20704,"Величезна подяка усім, хто задумав і створив фільм! Творіть далі! Нам це потрібно!",11396,0.1602760255336761,0.1159707233309745,0.0362300537526607,0.0229873675853014,0.6370407938957214
3016,15174,"Camila Morrone - чудово грає! Неймовірно талановита актриса!
Захопливий сюжет. Фільм вартий перегляду!",11395,0.1688669472932815,0.0420977249741554,0.0038344827480614,0.2227101624011993,0.5775054097175598
3022,19047,Фільм прекрасний! Чітко передали минуле.,11389,0.4921981394290924,0.0758681744337081,0.0010105045512318,0.0064982711337506,0.3415925204753876
3023,20672,Чи ви маєте тифлокоментар до цього фільму?,11388,0.0004144815029576,0.0080719916149973,0.0020607432816177,0.7310686111450195,0.8519628047943115
3024,16278,для мене цей фільм був дуже цікавим ,11384,0.0007654056535102,0.0488677844405174,0.0022618477232754,0.0073558273725211,0.9981998205184937
3027,19052,"Все українське,чудово,отримав задоволення.",11387,0.3073680400848388,0.2281664758920669,0.0021257030311971,0.0169249139726161,0.6584275364875793
3028,20652,Чудовий фільм!,11383,0.1067005917429924,0.0012548431986942,1.000000338535756e-05,0.0006978511810302,0.9732507467269896
3030,20617,Гарний та цікавий серіал з досить глибоким підтекстом.Подивилась на одному диханні. Рекомєндую.,11381,0.0330959782004356,0.287777841091156,0.0025609128642827,0.0488677844405174,0.8519628047943115
